province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Brunei,2020-07-29,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-29,21.9162,95.956,POINT(95.956 21.9162),351,6,294,51,,,Burma
,Cambodia,2020-07-29,11.55,104.9167,POINT(104.9167 11.55),226,0,147,79,,,Cambodia
,Indonesia,2020-07-29,-0.7893,113.9213,POINT(113.9213 -0.7893),104432,4975,62138,37319,,,Indonesia
,Laos,2020-07-29,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-07-29,4.2104839999999992,101.975766,POINT(101.975766 4.210484),8956,124,8612,220,,,Malaysia
,Philippines,2020-07-29,12.879721,121.774017,POINT(121.774017 12.879721),85486,1962,26996,56528,,,Philippines
,Singapore,2020-07-29,1.2833,103.8333,POINT(103.8333 1.2833),51531,27,46098,5406,,,Singapore
,Thailand,2020-07-29,15.870032,100.992541,POINT(100.992541 15.870032),3298,58,3111,129,,,Thailand
,Timor-Leste,2020-07-29,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-29,14.058324,108.277199,POINT(108.277199 14.058324),459,0,369,90,,,Vietnam
,Brunei,2020-03-24,4.5353,114.7277,POINT(114.7277 4.5353),104,0,2,102,,,Brunei
,Cambodia,2020-03-24,11.55,104.9167,POINT(104.9167 11.55),91,0,4,87,,,Cambodia
,Indonesia,2020-03-24,-0.7893,113.9213,POINT(113.9213 -0.7893),686,55,30,601,,,Indonesia
,Laos,2020-03-24,19.856270000000002,102.495496,POINT(102.495496 19.85627),2,0,0,2,,,Laos
,Malaysia,2020-03-24,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),1624,16,183,1425,,,Malaysia
,Philippines,2020-03-24,12.879721,121.77401699999999,POINT(121.774017 12.879721),552,35,20,497,,,Philippines
,Singapore,2020-03-24,1.2833,103.8333,POINT(103.8333 1.2833),558,2,156,400,,,Singapore
,Thailand,2020-03-24,15.870032,100.992541,POINT(100.992541 15.870032),827,4,52,771,,,Thailand
,Timor-Leste,2020-03-24,-8.874217,125.727539,POINT(125.727539 -8.874217),1,0,0,1,,,Timor-Leste
,Vietnam,2020-03-24,14.058323999999999,108.277199,POINT(108.277199 14.058324),134,0,17,117,,,Vietnam
,Brunei,2020-12-12,4.5353,114.7277,POINT(114.7277 4.5353),152,3,147,2,,,Brunei
,Burma,2020-12-12,21.9162,95.956,POINT(95.956 21.9162),107215,2245,85406,19564,,,Burma
,Cambodia,2020-12-12,11.55,104.9167,POINT(104.9167 11.55),359,0,307,52,,,Cambodia
,Indonesia,2020-12-12,-0.7893,113.9213,POINT(113.9213 -0.7893),611631,18653,501376,91602,,,Indonesia
,Laos,2020-12-12,19.85627,102.495496,POINT(102.495496 19.85627),41,0,33,8,,,Laos
,Malaysia,2020-12-12,4.2104839999999992,101.975766,POINT(101.975766 4.210484),82246,411,68084,13751,,,Malaysia
,Philippines,2020-12-12,12.879721,121.774017,POINT(121.774017 12.879721),448331,8730,409433,30168,,,Philippines
,Singapore,2020-12-12,1.2833,103.8333,POINT(103.8333 1.2833),58313,29,58197,87,,,Singapore
,Thailand,2020-12-12,15.870032,100.992541,POINT(100.992541 15.870032),4209,60,3923,226,,,Thailand
,Timor-Leste,2020-12-12,-8.874217,125.727539,POINT(125.727539 -8.874217),31,0,30,1,,,Timor-Leste
,Vietnam,2020-12-12,14.058324,108.277199,POINT(108.277199 14.058324),1395,35,1238,122,,,Vietnam
,Brunei,2020-06-29,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-06-29,21.9162,95.956,POINT(95.956 21.9162),299,6,221,72,,,Burma
,Cambodia,2020-06-29,11.55,104.9167,POINT(104.9167 11.55),141,0,130,11,,,Cambodia
,Indonesia,2020-06-29,-0.7893,113.9213,POINT(113.9213 -0.7893),55092,2805,23800,28487,,,Indonesia
,Laos,2020-06-29,19.85627,102.495496,POINT(102.495496 19.85627),19,0,19,0,,,Laos
,Malaysia,2020-06-29,4.2104839999999992,101.975766,POINT(101.975766 4.210484),8637,121,8334,182,,,Malaysia
,Philippines,2020-06-29,12.879721,121.774017,POINT(121.774017 12.879721),36438,1255,9956,25227,,,Philippines
,Singapore,2020-06-29,1.2833,103.8333,POINT(103.8333 1.2833),43661,26,37985,5650,,,Singapore
,Thailand,2020-06-29,15.870032,100.992541,POINT(100.992541 15.870032),3169,58,3053,58,,,Thailand
,Timor-Leste,2020-06-29,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-06-29,14.058324,108.277199,POINT(108.277199 14.058324),355,0,335,20,,,Vietnam
,Brunei,2020-04-24,4.5353,114.7277,POINT(114.7277 4.5353),138,1,120,17,,,Brunei
,Burma,2020-04-24,21.9162,95.956,POINT(95.956 21.9162),144,5,9,130,,,Burma
,Cambodia,2020-04-24,11.55,104.9167,POINT(104.9167 11.55),122,0,117,5,,,Cambodia
,Indonesia,2020-04-24,-0.7893,113.9213,POINT(113.9213 -0.7893),8211,689,1002,6520,,,Indonesia
,Laos,2020-04-24,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,4,15,,,Laos
,Malaysia,2020-04-24,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),5691,96,3663,1932,,,Malaysia
,Philippines,2020-04-24,12.879721,121.77401699999999,POINT(121.774017 12.879721),7192,477,762,5953,,,Philippines
,Singapore,2020-04-24,1.2833,103.8333,POINT(103.8333 1.2833),12075,12,956,11107,,,Singapore
,Thailand,2020-04-24,15.870032,100.992541,POINT(100.992541 15.870032),2907,51,2547,309,,,Thailand
,Timor-Leste,2020-04-24,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,2,22,,,Timor-Leste
,Vietnam,2020-04-24,14.058323999999999,108.277199,POINT(108.277199 14.058324),270,0,220,50,,,Vietnam
,Brunei,2020-04-29,4.5353,114.7277,POINT(114.7277 4.5353),138,1,124,13,,,Brunei
,Burma,2020-04-29,21.9162,95.956,POINT(95.956 21.9162),150,6,27,117,,,Burma
,Cambodia,2020-04-29,11.55,104.9167,POINT(104.9167 11.55),122,0,119,3,,,Cambodia
,Indonesia,2020-04-29,-0.7893,113.9213,POINT(113.9213 -0.7893),9771,784,1391,7596,,,Indonesia
,Laos,2020-04-29,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,7,12,,,Laos
,Malaysia,2020-04-29,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),5945,100,4087,1758,,,Malaysia
,Philippines,2020-04-29,12.879721,121.77401699999999,POINT(121.774017 12.879721),8212,558,1023,6631,,,Philippines
,Singapore,2020-04-29,1.2833,103.8333,POINT(103.8333 1.2833),15641,14,1188,14439,,,Singapore
,Thailand,2020-04-29,15.870032,100.992541,POINT(100.992541 15.870032),2947,54,2665,228,,,Thailand
,Timor-Leste,2020-04-29,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,6,18,,,Timor-Leste
,Vietnam,2020-04-29,14.058323999999999,108.277199,POINT(108.277199 14.058324),270,0,222,48,,,Vietnam
,Brunei,2020-05-29,4.5353,114.7277,POINT(114.7277 4.5353),141,2,138,1,,,Brunei
,Burma,2020-05-29,21.9162,95.956,POINT(95.956 21.9162),207,6,130,71,,,Burma
,Cambodia,2020-05-29,11.55,104.9167,POINT(104.9167 11.55),124,0,122,2,,,Cambodia
,Indonesia,2020-05-29,-0.7893,113.9213,POINT(113.9213 -0.7893),25216,1520,6492,17204,,,Indonesia
,Laos,2020-05-29,19.856270000000002,102.495496,POINT(102.495496 19.85627),19,0,16,3,,,Laos
,Malaysia,2020-05-29,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),7732,115,6235,1382,,,Malaysia
,Philippines,2020-05-29,12.879721,121.77401699999999,POINT(121.774017 12.879721),16634,942,3720,11972,,,Philippines
,Singapore,2020-05-29,1.2833,103.8333,POINT(103.8333 1.2833),33860,23,19631,14206,,,Singapore
,Thailand,2020-05-29,15.870032,100.992541,POINT(100.992541 15.870032),3076,57,2945,74,,,Thailand
,Timor-Leste,2020-05-29,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-05-29,14.058323999999999,108.277199,POINT(108.277199 14.058324),328,0,279,49,,,Vietnam
,Brunei,2020-07-24,4.5353,114.7277,POINT(114.7277 4.5353),141,3,138,0,,,Brunei
,Burma,2020-07-24,21.9162,95.956,POINT(95.956 21.9162),346,6,286,54,,,Burma
,Cambodia,2020-07-24,11.55,104.9167,POINT(104.9167 11.55),202,0,142,60,,,Cambodia
,Indonesia,2020-07-24,-0.7893,113.9213,POINT(113.9213 -0.7893),95418,4665,53945,36808,,,Indonesia
,Laos,2020-07-24,19.85627,102.495496,POINT(102.495496 19.85627),20,0,19,1,,,Laos
,Malaysia,2020-07-24,4.2104839999999992,101.975766,POINT(101.975766 4.210484),8861,123,8577,161,,,Malaysia
,Philippines,2020-07-24,12.879721,121.774017,POINT(121.774017 12.879721),76444,1879,24502,50063,,,Philippines
,Singapore,2020-07-24,1.2833,103.8333,POINT(103.8333 1.2833),49375,27,45172,4176,,,Singapore
,Thailand,2020-07-24,15.870032,100.992541,POINT(100.992541 15.870032),3279,58,3107,114,,,Thailand
,Timor-Leste,2020-07-24,-8.874217,125.727539,POINT(125.727539 -8.874217),24,0,24,0,,,Timor-Leste
,Vietnam,2020-07-24,14.058324,108.277199,POINT(108.277199 14.058324),415,0,365,50,,,Vietnam
,Brunei,2020-11-17,4.5353,114.7277,POINT(114.7277 4.5353),148,3,145,0,,,Brunei
,Burma,2020-11-17,21.9162,95.956,POINT(95.956 21.9162),71730,1625,54274,15831,,,Burma
,Cambodia,2020-11-17,11.55,104.9167,POINT(104.9167 11.55),304,0,291,13,,,Cambodia
,Indonesia,2020-11-17,-0.7893,113.9213,POINT(113.9213 -0.7893),474455,15393,398636,60426,,,Indonesia
,Laos,2020-11-17,19.85627,102.495496,POINT(102.495496 19.85627),25,0,23,2,,,Laos
,Malaysia,2020-11-17,4.2104839999999992,101.975766,POINT(101.975766 4.210484),49730,318,36624,12788,,,Malaysia
,Philippines,2020-11-17,12.879721,121.774017,POINT(121.774017 12.879721),410718,7862,374543,28313,,,Philippines
,Singapore,2020-11-17,1.2833,103.8333,POINT(103.8333 1.2833),58130,28,58039,63,,,Singapore
,Thailand,2020-11-17,15.870032,100.992541,POINT(100.992541 15.870032),3880,60,3729,91,,,Thailand
,Timor-Leste,2020-11-17,-8.874217,125.727539,POINT(125.727539 -8.874217),30,0,30,0,,,Timor-Leste
,Vietnam,2020-11-17,14.058324,108.277199,POINT(108.277199 14.058324),1288,35,1124,129,,,Vietnam
